rank	word	frequency
1623	당연하죠	401
1624	번도	401
1625	둘다	401
1626	과장님	401
1627	중입니다	401
1628	마침내	401
1629	씨가	401
1630	검은	400
1631	오말리	400
1632	봐도	400
1633	적도	400
1634	아닐	400
1635	다리	399
1636	무기를	399
1637	주면	399
1638	돌아	399
1639	릴리	399
1640	뭔가가	399
1641	따로	398
1642	없으니까	398
1643	어디야	398
1644	끝까지	398
1645	준비해	398
1646	카메라	398
1647	아무튼	398
1648	알다시피	397
1649	죽으면	397
1650	않죠	397
1651	만나	397
1652	않나	397
1653	아니라면	397
1654	임마	396
1655	중이에요	396
1656	누군가를	396
1657	있을지	396
1658	있단	395
1659	돌아와	395
1660	메리	395
1661	보자고	394
1662	돼서	393
1663	들어갈	393
1664	않지	393
1665	목을	393
1666	마크	393
1667	정도는	393
1668	아는데	392
1669	게임	391
1670	강한	391
1671	정말이야	391
1672	받는	390
1673	물건을	390
1674	무서워	390
1675	것으로	389
1676	얘기할	389
1677	싶었어요	389
1678	수정	388
1679	걱정하지	388
1680	뭐에요	388
1681	제길	387
1682	가치가	387
1683	말인지	387
1684	수술이	387
1685	없다면	386
1686	톰	386
1687	클라라	385
1688	삼촌	385
1689	찾은	385
1690	질문	384
1691	저들이	384
1692	서로를	384
1693	얼굴이	384
1694	아무래도	384
1695	당신들은	384
1696	사건을	383
1697	됐죠	383
1698	꿈	383
1699	입은	383
1700	받았어	382
1701	할수	382
1702	빠져	382
1703	물을	382
1704	아기가	382
1705	닉	382
1706	것과	381
1707	명령을	381
1708	부터	381
1709	거라면	381
1710	죽이는	381
1711	정신이	381
1712	아파	381
1713	모르겠네	380
1714	똑같이	380
1715	꽤나	380
1716	되잖아	380
1717	형이	380
1718	밑에	380
1719	아니었어요	380
1720	어렸을	379
1721	말했어요	379
1722	그만해요	379
1723	에서	379
1724	학교에	379
1725	아무런	379
1726	글로리아	379
1727	반	379
1728	아이들이	379
1729	그리곤	379
1730	거냐	379
1731	한데	378
1732	아버지의	378
1733	받지	378
1734	일하고	378
1735	말이오	377
1736	없나요	377
1737	원한다면	377
1738	생각할	377
1739	버려	376
1740	즉시	376
1741	거대한	376
1742	가봐	376
1743	발	375
1744	들어가서	375
1745	시작	375
1746	사람에게	375
1747	내놔	374
1748	행복한	374
1749	나머지	374
1750	윌	374
1751	도와	374
1752	노래를	373
1753	왔는데	373
1754	요원	373
1755	되게	373
1756	누구죠	373
1757	얼굴에	373
1758	하실	372
1759	환영합니다	372
1760	걸까	372
1761	되겠지	372
1762	괜찮지	371
1763	하던	371
1764	아내를	371
1765	놈의	371
1766	미쳤어	371
1767	이것도	371
1768	일부러	371
1769	혹은	371
1770	나올	371
1771	찾으러	371
1772	걔는	371
1773	잡을	371
1774	똑바로	370
1775	얻을	370
1776	이해해	370
1777	무지	370
1778	쪽으로	370
1779	무슨일이	370
1780	이해할	369
1781	친구야	369
1782	어머니가	369
1783	질문을	369
1784	워	369
1785	엎드려	369
1786	있단다	368
1787	너희들이	368
1788	놈들	368
1789	병원에서	368
1790	친구는	368
1791	믿는	368
1792	회사	367
1793	떨어진	367
1794	간에	367
1795	쪽	367
1796	다야	367
1797	선물	366
1798	안되는	366
1799	찾아서	366
1800	전쟁을	366
1801	친구들이	365
1802	마이클	365
1803	싸울	365
1804	만나고	364
1805	기다리는	364
1806	쉬운	364
1807	매니	364
1808	말로는	364
1809	관심이	364
1810	에이미	363
1811	사람이에요	363
1812	끝난	363
1813	원치	363
1814	재밌는	363
1815	말인데	363
1816	그렇겠지	363
1817	피	362
1818	예전에	362
1819	건배	362
1820	뭔데요	362
1821	알면	362
1822	엄마도	362
1823	것들이	361
1824	하려는	361
1825	맨날	361
1826	있군	361
1827	물러서	361
1828	숨	361
1829	팔	360
1830	더러운	360
1831	옳은	360
1832	출혈이	360
1833	즐거운	359
1834	다음엔	359
1835	뭐해	359
1836	준비됐어	358
1837	검사	358
1838	제기랄	358
1839	길이	358
1840	나만	357
1841	있고요	357
1842	이것은	357
1843	좋겠다	357
1844	전에도	357
1845	함장님	356
1846	나쁘지	356
1847	관해	356
1848	원	356
1849	죽음을	356
1850	사람들의	356
1851	해라	356
1852	알잖아요	356
1853	거란	355
1854	다리를	355
1855	어젯밤에	355
1856	보내고	355
1857	쟤가	355
1858	오후	355
1859	영향을	355
1860	바라는	354
1861	만나러	354
1862	이러는	354
1863	다음은	354
1864	보죠	354
1865	말해야	354
1866	몸에	354
1867	아빠한테	354
1868	약속을	354
1869	드릴게요	353
1870	미안하다	353
1871	바람	352
1872	있다고요	352
1873	은	352
1874	하나를	352
1875	최소한	352
1876	전하	352
1877	조니	351
1878	발사	351
1879	무서운	351
1880	못하고	351
1881	이길	351
1882	일어날	351
1883	말하자면	350
1884	까지	350
1885	나보다	350
1886	둘은	349
1887	놈들은	349
1888	능력을	349
1889	차에서	349
1890	않네	349
1891	생각했어요	348
1892	그랬죠	348
1893	상처를	348
1894	생겼어	348
1895	물이	348
1896	가까운	348
1897	켄	348
1898	없나	348
1899	보라고	348
1900	불을	347
1901	종일	347
1902	레이	347
1903	아이구	347
1904	미래를	347
1905	하나의	347
1906	점심	347
1907	나가요	346
1908	최근에	346
1909	있었다고	346
1910	최고	346
1911	가라	346
1912	파티에	346
1913	진짜야	345
1914	아픈	345
1915	리가	345
1916	것들	345
1917	전에는	345
1918	맞았어	345
1919	걸어	345
1920	않나요	344
1921	효과가	344
1922	때부터	344
1923	수술에	344
1924	되나요	343
1925	도시	343
1926	아래	343
1927	모릅니다	343
1928	자리	343
1929	죄를	342
1930	가져다	342
1931	감히	341
1932	진심이야	341
1933	돌려	341
1934	뭐하고	341
1935	누구지	341
1936	아닌가요	341
1937	저흰	341
1938	일인지	341
1939	인간의	341
1940	저의	341
1941	그땐	341
1942	명의	341
1943	남았어	341
1944	하루종일	340
1945	자막	340
1946	쉽지	340
1947	하러	340
1948	전까지	340
1949	냄새	339
1950	갈래	339
1951	여기선	339
1952	생명을	339
1953	바꿀	338
1954	아내	338
1955	어떻게든	338
1956	필요로	338
1957	문이	338
1958	술을	337
1959	끝나면	337
1960	왔지	337
1961	무기	337
1962	버리고	337
1963	지역	337
1964	해줘요	336
1965	어젯밤	336
1966	된다면	336
1967	올려	336
1968	싶다면	336
1969	좋게	336
1970	될지	335
1971	끌고	335
1972	거래를	335
1973	볼까	334
1974	조심해요	334
1975	지금부터	334
1976	폐하	334
1977	만	334
1978	미안한데	333
1979	축하해	333
1980	하	333
1981	인생	333
1982	안전하게	333
1983	말하길	332
1984	언니가	332
1985	유명한	332
1986	숨어	332
1987	로	332
1988	밤새	332
1989	처음엔	331
1990	나요	331
1991	잠을	331
1992	세상은	331
1993	얘는	330
1994	오랜	330
1995	최근	330
1996	좋죠	329
1997	카레브	329
1998	내말은	329
1999	리처드	329
2000	사람한테	328
2001	학교에서	328
2002	달려	328
2003	갈거야	328
2004	왼쪽	328
2005	사실이	328
2006	경우	328
2007	안해	328
2008	수많은	327
2009	가기	327
2010	귀여운	327
2011	채	326
2012	크리스	326
2013	하니	326
2014	소식을	326
2015	의미가	325
2016	사람과	325
2017	받았어요	325
2018	됐습니다	325
2019	전쟁	324
2020	손이	324
2021	장난	324
2022	괜찮니	324
2023	시작해	324
2024	아니니까	323
2025	스콧	323
2026	드릴까요	323
2027	마셔	323
2028	쿠키	323
2029	보이는데	323
2030	끝났어요	323
2031	방에서	323
2032	카라	323
2033	담배	323
2034	잘하고	323
2035	내겐	322
2036	저에게	322
2037	파티를	322
2038	폴	322
2039	뿐이지	322
2040	맘대로	322
2041	전해	321
2042	데리러	321
2043	장	321
2044	삶의	321
2045	괜찮습니다	321
2046	찰리	320
2047	없었다	320
2048	영국	320
2049	왔네	320
2050	필요합니다	319
2051	라	319
2052	대니	319
2053	이상해	319
2054	사건이	319
2055	매번	319
2056	거잖아요	319
2057	보스	319
2058	걸세	319
2059	생각해봐	318
2060	오신	318
2061	비밀을	318
2062	있긴	318
2063	개를	318
2064	간다고	318
2065	빠르게	318
2066	생각합니다	318
2067	괜찮으세요	318
2068	어찌	317
2069	오른쪽	317
2070	말로	317
2071	위험해	317
2072	범인은	316
2073	가방	316
2074	떠나지	316
2075	만들었어	316
2076	싶다고	316
2077	개가	316
2078	뉴욕	316
2079	그러세요	316
2080	먼	316
2081	있는거	315
2082	이따	315
2083	느낄	315
2084	우와	315
2085	위하여	315
2086	열쇠	314
2087	도시를	314
2088	낼	314
2089	바닥에	314
2090	든	314
2091	생각했는데	314
2092	진	314
2093	말했지	313
2094	가르쳐	313
2095	마찬가지야	313
2096	깊은	313
2097	났어	312
2098	물건	312
2099	금지	312
2100	살아있는	312
2101	또는	312
2102	찾으면	312
2103	존나	312
2104	떠나	311
2105	가죠	311
2106	사람들도	311
2107	않았습니다	311
2108	파블로	310
2109	선물을	310
2110	자격이	310
2111	스스로를	310
2112	마을	310
2113	손으로	310
2114	누나	309
2115	놈들을	309
2116	때문이지	309
2117	비슷한	309
2118	없이는	309
2119	갑니다	309
2120	계신	308
2121	아가야	308
2122	시체를	308
2123	데려가	308
2124	말해요	308
2125	자가	308
2126	옳지	308
2127	어릴	308
2128	듯	307
2129	된다는	307
2130	잘못이	307
2131	아시죠	307
2132	동시에	307
2133	형은	306
2134	안다고	306
2135	이동	306
2136	음식을	306
2137	아빠랑	306
2138	전까진	306
2139	고작	306
2140	만들지	306
2141	해야할	306
2142	준비를	305
2143	못했어요	305
2144	번역	305
2145	범인이	305
2146	죽이려고	305
2147	수술은	305
2148	뿐	305
2149	싶을	304
2150	누구나	304
2151	우리랑	304
2152	너희들은	304
2153	언제부터	304
2154	누구든	304
2155	관심을	304
2156	관련된	303
2157	음식	303
2158	걸릴	303
2159	소릴	303
2160	왕이	303
2161	찾지	303
2162	약속	303
2163	들려요	303
2164	온다	303
2165	어떤지	303
2166	보여줘	302
2167	생각이야	302
2168	무척	302
2169	치프	302
2170	인간이	302
2171	선생	302
2172	알겠죠	302
2173	대해선	302
2174	않네요	302
2175	개인	302
2176	전부터	302
2177	데이비드	301
2178	잘됐네	301
2179	내려놔	301
2180	놀라운	301
2181	엄청나게	300
2182	똑똑한	300
2183	행동을	300
2184	위험을	300
2185	연락	300
2186	도	300
2187	화장실	300
2188	1년	300
2189	사랑은	299
2190	부르는	299
2191	생기면	299
2192	부모님이	299
2193	부인이	299
2194	하겠습니다	299
2195	넣어	299
2196	힘들어	299
2197	감정을	299
2198	커다란	299
2199	빠진	298
2200	위에서	298
2201	진정해요	298
2202	세상의	298
2203	싶진	298
2204	형님	298
2205	돌아오지	297
2206	방을	297
2207	결과를	297
2208	있으세요	297
2209	않았지	297
2210	소식이	296
2211	임무를	296
2212	사장님	296
2213	하긴	296
2214	하나요	296
2215	남아	296
2216	듣지	296
2217	신	296
2218	오빠가	296
2219	앨리슨	295
2220	아내는	295
2221	하자고	295
2222	보안	295
2223	맞습니다	294
2224	아래로	294
2225	버크	294
2226	이러면	294
2227	약간의	294
2228	모르겠는데	294
2229	대부분	294
2230	없었죠	294
2231	원해요	294
2232	모르잖아	294
2233	미안합니다	293
2234	누구요	293
2235	싸우고	293
2236	없군	293
2237	줬어	293
2238	저와	292
2239	할래	292
2240	같구나	292
2241	됐네	292
2242	왔을	291
2243	대학	291
2244	드릴	291
2245	좀더	291
2246	검사를	291
2247	예전	291
2248	싶습니다	290
2249	스티븐스	290
2250	이거야	290
2251	있겠어요	290
2252	않았을	289
2253	나가는	289
2254	반갑습니다	289
2255	아저씨가	289
2256	질	288
2257	기억을	288
2258	돕고	287
2259	죽기	287
2260	봤을	287
2261	섹스	287
2262	올게요	287
2263	떠난	286
2264	하네요	286
2265	누구랑	286
2266	앤	286
2267	누군가는	286
2268	아들은	286
2269	바	286
2270	마음대로	286
2271	만나게	286
2272	않아서	286
2273	결혼을	285
2274	보니까	285
2275	씨는	285
2276	잃은	285
2277	그런게	285
2278	엄만	285
2279	해봐요	285
2280	빨간	285
2281	때문이죠	285
2282	강력한	285
2283	환자의	285
2284	대통령님	285
2285	맥주	285
2286	아니거든	285
2287	얘기하는	284
2288	중요하지	284
2289	늦었어	284
2290	남편은	284
2291	크고	284
2292	두번째	284
2293	해서요	284
2294	연락을	284
2295	왜죠	283
2296	나무	283
2297	만세	283
2298	쉐퍼드	283
2299	자유	283
2300	관계를	283
2301	싸우는	283
2302	거라는	283
2303	경찰에	283
2304	기다릴	283
2305	여행	283
2306	이제야	283
2307	여자랑	282
2308	그곳에	282
2309	치료를	282
2310	자네에게	282
2311	종류의	281
2312	연락이	281
2313	줄까	281
2314	안했어	281
2315	고	281
2316	만나는	280
2317	달린	280
2318	루시	280
2319	그렇군	280
2320	않을까	280
2321	안그래	280
2322	전화해서	280
2323	나와서	280
2324	지금이	280
2325	괜찮을거야	280
2326	세게	280
2327	이것이	279
2328	신발	279
2329	답을	279
2330	팀이	279
2331	괜히	279
2332	헤일리	279
2333	셰퍼드	279
2334	있을지도	279
2335	서서	279
2336	애야	279
2337	결과가	279
2338	해냈어	279
2339	했나	278
2340	별거	278
2341	러시아	278
2342	아빤	278
2343	알겠다	278
2344	밤을	278
2345	루시퍼	278
2346	전화해	278
2347	달리	277
2348	이야기는	277
2349	친한	277
2350	하겠어	277
2351	어떤가	277
2352	증거가	277
2353	사랑이	277
2354	깜짝	276
2355	있었을	276
2356	가봐야	276
2357	행복해	275
2358	대부분의	275
2359	생각한	275
2360	침대	275
2361	넣고	275
2362	밑에서	275
2363	않았죠	275
2364	걸고	275
2365	증거를	275
2366	칼을	275
2367	게임을	275
2368	침대에	275
2369	가족은	274
2370	봅시다	274
2371	타마오	274
2372	나왔어	274
2373	거래	274
2374	행복하게	274
2375	녀석은	273
2376	영혼을	273
2377	삶은	273
2378	위험에	273
2379	끝날	273
2380	두려워	273
2381	개인적인	273
2382	아버진	272
2383	저들은	272
2384	뭡니까	272
2385	즉	272
2386	2년	271
2387	미스	271
2388	중국	271
2389	속	271
2390	걱정마	271
2391	여지가	271
2392	가라고	271
2393	가야지	271
2394	집은	271
2395	봐서	271
2396	결혼식	271
2397	자를	271
2398	기꺼이	271
2399	없으니	270
2400	여기야	270
2401	오게	270
2402	싫어하는	270
2403	하시는	270
2404	몇몇	270
2405	있다가	269
2406	확실한	269
2407	물어봐	269
2408	필요하면	269
2409	누구한테	269
2410	결과	269
2411	없었지	269
2412	말게	269
2413	정신을	269
2414	부르지	269
2415	케빈	268
2416	제시	268
2417	그쪽	268
2418	새끼야	268
2419	불이	268
2420	영화를	268
2421	맨	268
2422	나한텐	268
2423	늦게	268
2424	간단한	268
2425	상당히	267
2426	너흰	267
2427	발을	267
2428	이후	267
2429	이리로	267
